cow_lactation_id,cow_id,herd_id,parity_prior_lactation,n_scc_records_previous_lactation,dry_off_scc_missing,dry_off_clinical_mastitis_within_7d,dry_off_imi_status_paper_rule,calving_interval_days,lactation_length_days,month_of_dry_off,month_of_calving,first_scc_prev_lactation_cells_ml,median_scc_prev_lactation_cells_ml,mean_scc_prev_lactation_cells_ml,min_scc_prev_lactation_cells_ml,max_scc_prev_lactation_cells_ml,mean_first3_scc_prev_lactation_cells_ml,mean_last3_scc_prev_lactation_cells_ml,ratio_last3_to_first3_scc,last_scc_prev_lactation_cells_ml,consecutive_3_scc_gt_200k_prev_lactation,pct_scc_lt_50k_prev_lactation,pct_scc_gt_100k_prev_lactation,pct_scc_gt_200k_prev_lactation,pct_scc_gt_400k_prev_lactation,pct_scc_gt_1000k_prev_lactation,peak_yield_prev_lactation_kg,yield_at_last_recording_kg,herd_new_dry_period_imi_6mo_rate,herd_new_dry_period_imi_year_rate,herd_mean_scc_k_cells_ml,herd_predicted_305d_yield_l,post_calving_sample_day,post_calving_scc_cells_ml,post_calving_scc_threshold_used_cells_ml,clinical_mastitis_within_30d_post_calving,raised_scc_post_calving_paper_rule,normal_scc_post_calving_paper_rule
CL-01139,COW-00570,HERD-071,3,11,0,0,0,485,355,11,2,7618,25528,23844,7618,37964,23851,15472,0.649,11744,0,100,0,0,0,0,52.84,37.57,0.23,0.221,174.4,10029,16,43329,200000,0,0,1
CL-01140,COW-00570,HERD-079,1,7,0,0,0,300,324,2,5,37669,28577,27176,11730,37669,30374,23670,0.779,11730,0,100,0,0,0,0,34.11,17.59,0.139,0.152,236.2,11514,12,28932,200000,0,0,1
CL-01141,COW-00571,HERD-046,3,9,0,0,0,373,303,7,9,38093,72328,85371,38093,260544,58885,145588,2.472,102497,0,33.3,22.2,11.1,0,0,43.14,36.21,0.184,0.19,280.4,11653,14,65686,200000,0,0,1
CL-01142,COW-00571,HERD-016,2,8,0,0,0,363,337,11,1,24956,41817,41273,24956,57264,42602,37591,0.882,39507,0,87.5,0,0,0,0,41.9,25.53,0.143,0.131,200.6,9678,16,48031,200000,0,0,1
CL-01143,COW-00572,HERD-046,1,8,0,0,0,347,315,3,6,24442,28772,31262,18569,53706,30466,35538,1.166,53706,0,87.5,0,0,0,0,33.83,20.08,0.184,0.19,280.4,11653,8,79131,200000,0,0,1
CL-01144,COW-00572,HERD-059,3,10,0,0,1,435,311,2,4,443889,1022684,1349461,443889,3685314,755823,1579155,2.089,2004106,1,0,100,100,100,50,47.37,29.58,0.14,0.124,180.1,5461,14,269082,200000,1,1,0
CL-01145,COW-00573,HERD-028,4,10,0,0,0,355,348,5,7,93575,159771,154205,77129,258801,84058,170628,2.03,172714,0,0,60,30,0,0,34.86,25.15,0.157,0.158,244.9,9576,7,52967,200000,0,0,1
CL-01146,COW-00573,HERD-058,1,8,0,0,0,352,267,2,5,75760,23304,38161,16789,97666,38284,46506,1.215,97666,0,75,0,0,0,0,31.41,15.33,0.082,0.107,186.9,8607,18,101066,200000,0,0,1
CL-01147,COW-00574,HERD-014,1,7,0,0,0,340,330,11,2,29069,41225,45284,18693,74291,43720,44736,1.023,18693,0,57.1,0,0,0,0,29.93,20.98,0.104,0.109,287.2,12339,17,62974,200000,0,0,1
CL-01148,COW-00574,HERD-077,3,11,0,0,1,452,344,2,4,294289,294289,333438,78841,705721,419366,274343,0.654,204082,1,0,81.8,72.7,36.4,0,45.86,34.19,0.248,0.197,80,11285,22,353536,200000,0,1,0
CL-01149,COW-00575,HERD-020,5,13,0,0,0,419,328,7,10,50696,52101,58635,15844,110791,42467,69557,1.638,52101,0,38.5,7.7,0,0,0,45.11,32.02,0.094,0.126,181.6,7702,13,99713,200000,0,0,1
CL-01150,COW-00575,HERD-048,5,10,0,0,1,409,351,4,7,318261,387154,453804,231549,853483,617717,460048,0.745,231549,1,0,100,100,40,0,41.32,33.2,0.128,0.134,168.3,9762,13,98346,200000,0,0,1
CL-01151,COW-00576,HERD-019,2,10,0,0,0,390,255,9,11,45530,84107,79996,38248,119647,64890,71118,1.096,104162,0,20,20,0,0,0,38.16,23.31,0.125,0.128,141.7,11572,11,142371,200000,0,0,1
CL-01152,COW-00576,HERD-011,1,10,0,0,0,422,197,8,11,66109,72832,101781,31790,209440,85025,88727,1.044,70380,0,20,40,10,0,0,26.67,10.5,0.115,0.111,273,9796,17,61581,200000,0,0,1
CL-01153,COW-00577,HERD-001,1,11,1,0,0,443,291,11,1,71442,41440,43907,19886,91853,48084,31826,0.662,,0,63.6,0,0,0,0,35.33,18.78,0.125,0.113,238,7936,25,119912,200000,0,0,1
CL-01154,COW-00577,HERD-034,3,10,0,0,1,378,347,5,7,990361,367956,399024,136800,990361,466436,476017,1.021,451201,1,0,100,70,40,0,34.48,25.49,0.222,0.2,251.6,9074,5,549333,200000,0,1,0
CL-01155,COW-00578,HERD-020,4,9,0,0,0,443,295,5,7,67236,99534,135070,47956,452133,113344,73426,0.648,72787,0,11.1,44.4,11.1,11.1,0,40.96,29.53,0.094,0.126,181.6,7702,6,43508,200000,0,0,1
CL-01156,COW-00578,HERD-004,4,12,0,0,0,336,310,8,10,73771,71808,82784,27801,200987,84560,42709,0.505,47316,0,25,33.3,8.3,0,0,42.89,27.62,0.144,0.13,327.3,9167,25,16229,200000,0,0,1
CL-01157,COW-00579,HERD-034,4,9,0,0,0,552,256,1,3,209977,100732,151864,53412,377304,174379,208958,1.198,79047,0,0,55.6,33.3,0,0,39.54,27.89,0.222,0.2,251.6,9074,19,49523,200000,0,0,1
CL-01158,COW-00579,HERD-039,1,10,0,0,0,393,272,8,11,141858,50075,57875,19916,141858,78493,45800,0.583,28099,0,50,10,0,0,0,39.04,23.09,0.178,0.194,310.9,10052,9,35907,200000,0,0,1
CL-01159,COW-00580,HERD-079,3,11,0,0,1,329,290,6,9,155238,155238,171763,62158,354157,232781,209573,0.9,257446,0,0,81.8,27.3,0,0,44.86,26.88,0.139,0.152,236.2,11514,2,187032,400000,0,0,1
CL-01160,COW-00580,HERD-013,2,8,0,0,0,370,340,7,9,131310,105077,115625,61415,203323,89052,135365,1.52,131298,0,0,50,12.5,0,0,41.03,21.46,0.132,0.157,240.9,7396,8,74936,200000,0,0,1
CL-01161,COW-00581,HERD-060,1,10,0,0,0,388,245,8,11,206292,155993,175779,44396,375441,141227,133107,0.943,96189,0,10,60,40,0,0,33.93,16.34,0.16,0.169,222.6,10364,7,26084,200000,0,0,1
CL-01162,COW-00581,HERD-064,2,10,0,0,1,450,391,9,12,231068,238119,271850,91366,528012,224575,372233,1.658,343516,1,0,90,70,20,0,38.7,25.97,0.13,0.136,80,6610,14,1174756,200000,0,1,0
CL-01163,COW-00582,HERD-045,2,11,0,0,0,369,323,5,8,56026,96227,163985,44189,633737,157567,316935,2.011,148879,0,9.1,45.5,18.2,9.1,0,43.12,27.17,0.215,0.203,243.4,11936,14,63614,200000,0,0,1
CL-01164,COW-00582,HERD-003,3,11,1,0,0,414,352,2,5,100098,90219,123854,21849,347486,189587,140132,0.739,,0,18.2,45.5,18.2,0,0,55.59,42,0.209,0.207,189.6,9591,8,83244,200000,0,0,1
CL-01165,COW-00583,HERD-007,3,8,0,0,0,357,216,2,5,107150,161274,183477,85176,415818,169869,152405,0.897,177450,0,0,87.5,25,12.5,0,49.72,35.29,0.089,0.107,226.2,10392,19,20796,200000,0,0,1
CL-01166,COW-00583,HERD-033,1,9,0,0,0,362,325,6,9,125769,78263,82151,41315,125769,83906,101249,1.207,122311,0,22.2,33.3,0,0,0,42.26,29.69,0.187,0.144,156.7,9366,21,55507,200000,0,0,1
CL-01167,COW-00584,HERD-010,2,11,0,0,1,437,306,5,8,97114,185389,185947,97114,293778,132961,238272,1.792,293778,0,0,90.9,36.4,0,0,33.48,15.56,0.193,0.186,263.5,9745,14,547132,200000,0,1,0
CL-01168,COW-00584,HERD-066,2,9,0,0,0,336,275,5,8,40789,57954,61407,14158,139162,45680,38399,0.841,57954,0,44.4,11.1,0,0,0,37.44,21.66,0.092,0.142,272.4,10891,29,50375,200000,0,0,1
CL-01169,COW-00585,HERD-044,1,10,0,0,0,396,332,6,9,31648,80842,86095,31648,175474,42217,129593,3.07,99027,0,40,40,0,0,0,39.47,21.3,0.087,0.113,162.6,10449,5,28538,200000,0,0,1
CL-01170,COW-00585,HERD-057,1,10,0,0,0,485,311,10,1,90974,81180,80081,24345,140460,79596,87973,1.105,126048,0,20,30,0,0,0,33.68,23.42,0.123,0.158,320.7,10141,15,98413,200000,0,0,1
CL-01171,COW-00586,HERD-044,3,11,0,0,0,373,321,11,1,100480,98886,97960,41161,193084,108035,134559,1.246,109560,0,18.2,45.5,0,0,0,44.16,33.29,0.087,0.113,162.6,10449,17,60704,200000,0,0,1
CL-01172,COW-00586,HERD-040,2,11,0,0,0,430,292,10,12,166129,89272,104072,29622,172991,114466,131266,1.147,157127,0,9.1,45.5,0,0,0,45.5,33.47,0.149,0.164,210.1,10693,19,80828,200000,0,0,1
CL-01173,COW-00587,HERD-010,2,11,0,0,0,393,262,3,5,165985,261163,422058,92306,1505032,264756,631449,2.385,128151,1,0,90.9,63.6,27.3,9.1,33.47,16.96,0.193,0.186,263.5,9745,22,44788,200000,0,0,1
CL-01174,COW-00587,HERD-078,2,7,0,0,1,404,297,9,12,187722,265559,398692,163103,979128,231031,644883,2.791,689961,1,0,100,57.1,28.6,0,51.52,31.39,0.158,0.178,209.2,10363,15,21959,200000,0,0,1
CL-01175,COW-00588,HERD-058,3,7,0,0,0,420,312,4,7,34921,72528,67362,28384,117102,76698,71018,0.926,67150,0,28.6,14.3,0,0,0,46.15,35.72,0.082,0.107,186.9,8607,4,132266,400000,0,0,1
CL-01176,COW-00588,HERD-056,3,9,0,0,0,481,252,12,2,27850,27850,38715,12667,103641,19422,66524,3.425,103641,0,77.8,11.1,0,0,0,40.58,23.65,0.147,0.148,231.1,10045,9,29911,200000,0,0,1
CL-01177,COW-00589,HERD-078,3,7,0,0,1,491,349,9,11,92978,270775,295914,92978,558533,285360,250076,0.876,270775,1,0,85.7,71.4,28.6,0,38.9,29.12,0.158,0.178,209.2,10363,30,43771,200000,0,0,1
CL-01178,COW-00589,HERD-045,3,12,1,0,0,476,274,1,3,22554,43486,42792,22554,64504,32888,50334,1.53,,0,66.7,0,0,0,0,39.9,28.09,0.215,0.203,243.4,11936,16,104102,200000,0,0,1
CL-01179,COW-00590,HERD-049,2,11,0,0,0,382,340,4,6,72255,79510,84943,23159,191385,93010,124441,1.338,79510,0,36.4,36.4,0,0,0,38.29,24.13,0.153,0.163,155.7,11683,16,50852,200000,0,0,1
CL-01180,COW-00590,HERD-037,4,7,0,0,0,462,291,11,2,198656,116442,124190,49984,198656,140457,118059,0.841,49984,0,14.3,71.4,0,0,0,39.89,25.1,0.192,0.175,226.4,9926,15,56089,200000,0,0,1
CL-01181,COW-00591,HERD-030,3,10,0,0,0,329,392,1,4,12692,11302,15551,5816,48041,9968,10671,1.07,16683,0,100,0,0,0,0,40.26,26.73,0.11,0.119,140.4,9911,11,55802,200000,0,0,1
CL-01182,COW-00591,HERD-045,4,12,0,0,0,419,382,3,6,222353,127523,155222,61872,367345,139530,251800,1.805,140444,0,0,75,25,0,0,51.57,37.53,0.215,0.203,243.4,11936,1,236053,400000,0,0,1
CL-01183,COW-00592,HERD-062,2,13,0,0,1,363,247,6,8,158985,197992,361497,61091,1150611,345449,181008,0.524,320533,0,0,92.3,46.2,30.8,7.7,35.43,17.24,0.221,0.198,312.5,12850,16,56009,200000,0,0,1
CL-01184,COW-00592,HERD-038,3,10,0,0,1,378,308,2,4,29370,87481,101126,29370,230372,64450,164532,2.553,230372,0,20,40,10,0,0,37.92,26.59,0.182,0.143,293.6,11705,5,78158,200000,0,0,1
CL-01185,COW-00593,HERD-029,1,10,0,0,1,375,300,6,8,785178,320968,431384,163376,1030432,403870,360126,0.892,325169,1,0,100,80,40,10,28.35,10.38,0.112,0.124,216.7,11066,14,108334,200000,0,0,1
CL-01186,COW-00593,HERD-044,3,8,0,0,0,392,270,6,9,95341,85044,99636,29310,242530,137539,56527,0.411,44074,0,25,25,12.5,0,0,47.5,31.84,0.087,0.113,162.6,10449,22,25910,200000,0,0,1
CL-01187,COW-00594,HERD-075,2,13,0,0,0,365,332,7,10,62381,62381,69065,27007,162434,57127,80141,1.403,45432,0,38.5,15.4,0,0,0,31.9,21.88,0.189,0.162,225.7,9937,13,72628,200000,0,0,1
CL-01188,COW-00594,HERD-082,1,10,0,0,0,360,371,6,9,22007,56770,54170,22007,93885,46753,37466,0.801,28795,0,40,0,0,0,0,29.68,11.33,0.127,0.128,254,7962,18,30544,200000,0,0,1
CL-01189,COW-00595,HERD-054,2,11,0,0,0,362,345,2,5,107896,34828,51992,25274,138710,55710,77654,1.394,32703,0,72.7,18.2,0,0,0,40.49,29.55,0.151,0.134,186.5,11230,10,83069,200000,0,0,1
CL-01190,COW-00595,HERD-037,4,11,0,0,0,420,341,12,3,43192,106650,104223,31024,283981,39437,106854,2.709,106650,0,36.4,54.5,9.1,0,0,29.68,17.78,0.192,0.175,226.4,9926,4,644968,400000,0,1,0
CL-01191,COW-00596,HERD-081,1,11,0,0,0,348,344,9,11,50240,73516,77210,18837,144550,77008,43086,0.56,63986,0,18.2,36.4,0,0,0,42.65,39.91,0.176,0.17,194.7,9342,8,55816,200000,0,0,1
CL-01192,COW-00596,HERD-044,5,10,0,0,1,470,343,2,5,1643349,321807,600095,235596,1643349,862961,722615,0.837,685426,1,0,100,100,40,20,36.6,16.55,0.087,0.113,162.6,10449,17,113707,200000,0,0,1
CL-01193,COW-00597,HERD-079,3,8,0,0,1,387,302,4,6,176142,172621,162984,47668,299608,132504,245089,1.85,202916,1,12.5,75,37.5,0,0,37.33,23.53,0.139,0.152,236.2,11514,2,78824,400000,0,0,1
CL-01194,COW-00597,HERD-006,1,7,0,0,0,325,310,8,11,67551,121600,243924,67551,582713,386934,146328,0.378,121600,0,0,71.4,42.9,28.6,0,37.92,22.84,0.113,0.137,191.6,10021,23,29884,200000,0,0,1
CL-01195,COW-00598,HERD-026,4,11,0,0,0,424,369,3,6,67708,59227,66123,22763,182460,47586,52662,1.107,22763,0,45.5,9.1,0,0,0,55.99,38.02,0.143,0.134,164.8,7741,14,54795,200000,0,0,1
CL-01196,COW-00598,HERD-070,5,10,0,0,1,489,318,4,7,300388,199200,180330,75627,300388,223664,143324,0.641,220159,0,0,80,50,0,0,49.81,32.2,0.175,0.193,194.9,10809,10,542961,200000,0,1,0
CL-01197,COW-00599,HERD-011,3,10,0,0,0,370,295,2,5,788953,312824,425084,186659,1184716,770128,222799,0.289,190486,1,0,100,70,30,10,39.54,20.87,0.115,0.111,273,9796,16,92949,200000,0,0,1
CL-01198,COW-00599,HERD-046,3,9,0,0,1,370,295,2,5,117830,234642,287245,117830,781180,198385,441416,2.225,781180,1,0,100,77.8,11.1,0,40.56,25.04,0.184,0.19,280.4,11653,11,174781,200000,0,0,1
CL-01199,COW-00600,HERD-063,1,8,0,0,0,373,327,3,6,101881,100014,138820,79027,364585,88239,221887,2.515,170730,0,0,50,12.5,0,0,46.4,29,0.151,0.169,148.6,10261,14,53043,200000,0,0,1
CL-01200,COW-00600,HERD-018,2,9,0,0,1,379,328,1,4,255379,577574,603240,255379,1001436,479598,675621,1.409,423689,1,0,100,100,88.9,11.1,41.37,26.43,0.137,0.16,176.4,12385,5,545634,200000,0,1,0
CL-01201,COW-00601,HERD-082,3,11,0,0,0,412,365,8,11,39241,49177,56198,25035,117411,41663,73560,1.766,78234,0,54.5,9.1,0,0,0,44.42,31.84,0.127,0.128,254,7962,30,53334,200000,0,0,1
CL-01202,COW-00601,HERD-067,1,11,0,0,0,363,320,1,3,19604,28772,31165,11484,58571,34737,32436,0.934,36773,0,90.9,0,0,0,0,38.75,23.93,0.142,0.139,204.7,5000,12,77420,200000,0,0,1
CL-01203,COW-00602,HERD-068,2,10,0,0,1,504,299,7,10,207960,324518,366976,115266,841768,293393,387959,1.322,326256,1,0,100,80,40,0,39.49,24.27,0.211,0.193,140.3,10726,18,106716,200000,0,0,1
CL-01204,COW-00602,HERD-002,5,8,0,0,0,424,308,12,2,21559,32784,32374,10706,50864,36833,31657,0.859,44701,0,87.5,0,0,0,0,32.75,21.69,0.055,0.105,133.7,10327,5,126223,200000,0,0,1
CL-01205,COW-00603,HERD-064,3,7,0,0,0,376,223,6,9,41495,44971,48822,23344,80452,58169,43592,0.749,62460,0,57.1,0,0,0,0,43.9,28.27,0.13,0.136,80,6610,16,732308,200000,0,1,0
CL-01206,COW-00603,HERD-062,4,12,0,0,0,560,286,1,3,118026,90545,107602,33425,252670,80776,125939,1.559,33425,0,16.7,41.7,16.7,0,0,48.77,39.64,0.221,0.198,312.5,12850,19,105315,200000,0,0,1
CL-01207,COW-00604,HERD-078,4,7,0,0,0,491,415,8,10,35512,44898,41652,17128,74877,54246,27976,0.516,17128,0,71.4,0,0,0,0,46.88,27.61,0.158,0.178,209.2,10363,23,79342,200000,0,0,1
CL-01208,COW-00604,HERD-073,4,8,0,0,1,445,386,8,11,1683475,355105,582487,133543,1683475,795883,638373,0.802,517681,1,0,100,87.5,37.5,25,37.3,25.54,0.194,0.198,230.7,12270,10,146004,200000,0,0,1
CL-01209,COW-00605,HERD-052,1,11,0,0,0,367,278,6,8,40531,32759,31666,8414,51716,33492,35269,1.053,45676,0,90.9,0,0,0,0,30.61,18.76,0.152,0.145,237.8,8897,1,184257,400000,0,0,1
CL-01210,COW-00605,HERD-048,2,10,0,0,0,342,294,10,12,71619,47384,47713,22341,72454,43181,57724,1.337,61985,0,60,0,0,0,0,41.79,28.95,0.128,0.134,168.3,9762,22,133508,200000,0,0,1
CL-01211,COW-00606,HERD-074,2,9,0,0,0,363,278,10,1,100257,69304,78136,11254,244231,60909,73569,1.208,69304,0,33.3,22.2,11.1,0,0,48.02,35.22,0.136,0.138,197.1,8215,1,159361,400000,0,0,1
CL-01212,COW-00606,HERD-032,4,12,1,1,1,443,311,3,6,1155452,719360,733995,195886,1204602,679703,875096,1.287,,1,0,100,91.7,75,25,43.12,35.97,0.174,0.18,187.1,9895,20,39910,200000,0,0,1
CL-01213,COW-00607,HERD-059,4,9,0,0,1,456,309,11,1,210727,189129,233747,88838,703922,162898,398677,2.447,703922,1,0,77.8,44.4,11.1,0,35.77,19.31,0.14,0.124,180.1,5461,12,29515,200000,0,0,1
CL-01214,COW-00607,HERD-042,2,9,0,0,0,399,255,2,4,390085,135533,163080,73989,390085,214734,117863,0.549,192139,0,0,77.8,22.2,0,0,35.89,24.22,0.176,0.156,243.8,9700,11,66431,200000,0,0,1
CL-01215,COW-00608,HERD-076,4,8,0,0,0,368,299,1,3,72525,84275,97128,67424,163712,73941,125142,1.692,163712,0,0,37.5,0,0,0,34.39,26.16,0.222,0.182,179.2,8798,15,76951,200000,0,0,1
CL-01216,COW-00608,HERD-032,1,10,0,0,0,330,394,3,6,83835,91122,101691,36109,291275,94724,80653,0.851,53191,0,10,20,10,0,0,32.26,20.03,0.174,0.18,187.1,9895,2,125312,400000,0,0,1
CL-01217,COW-00609,HERD-017,3,7,0,0,0,444,322,3,6,111201,64672,62062,21201,111201,85706,36384,0.425,64672,0,42.9,14.3,0,0,0,50.29,40.38,0.199,0.198,189.9,10772,22,85224,200000,0,0,1
CL-01218,COW-00609,HERD-060,3,8,0,0,1,394,316,8,11,502751,617407,647104,361690,1064689,643043,745192,1.159,712673,1,0,100,100,87.5,12.5,41.55,31.87,0.16,0.169,222.6,10364,9,35164,200000,0,0,1
CL-01219,COW-00610,HERD-053,3,10,0,0,0,339,296,4,6,89983,44935,59883,15240,147693,45829,86871,1.896,15240,0,50,10,0,0,0,35.47,17.25,0.218,0.197,263.2,5347,23,94478,200000,0,0,1
CL-01220,COW-00610,HERD-077,2,9,0,0,1,458,316,1,4,259442,263001,416527,205333,1375230,615267,230700,0.375,263001,1,0,100,100,22.2,11.1,31.97,21.53,0.248,0.197,80,11285,7,435438,200000,0,1,0
CL-01221,COW-00611,HERD-055,2,9,0,0,0,414,299,12,2,27175,38258,40819,17909,104632,36595,27438,0.75,26148,0,88.9,11.1,0,0,0,36.3,19.03,0.108,0.093,168,11374,17,52010,200000,0,0,1
CL-01222,COW-00611,HERD-066,1,10,0,0,0,414,359,10,1,82707,87515,89505,42389,151374,66401,112801,1.699,88993,0,10,20,0,0,0,39.06,24.37,0.092,0.142,272.4,10891,20,111847,200000,0,0,1
CL-01223,COW-00612,HERD-067,4,9,0,0,1,455,321,11,1,2657579,720539,768832,182412,2657579,1186843,666729,0.562,783305,1,0,100,88.9,66.7,11.1,35.7,19.82,0.142,0.139,204.7,5000,5,836243,200000,0,1,0
CL-01224,COW-00612,HERD-051,1,8,0,0,0,423,339,6,8,1578578,285703,476680,115727,1578578,811849,225095,0.277,185644,0,0,100,50,37.5,12.5,28.44,17.32,0.112,0.117,238.8,6737,11,22118,200000,0,0,1
CL-01225,COW-00613,HERD-017,1,8,0,0,0,426,251,12,2,63748,101636,135693,56193,464485,82478,227393,2.757,114160,0,0,50,12.5,12.5,0,32.75,28.45,0.199,0.198,189.9,10772,13,60993,200000,0,0,1
CL-01226,COW-00613,HERD-011,1,11,0,0,0,403,344,3,5,132601,82798,90712,35424,170534,91767,88844,0.968,148310,0,18.2,36.4,0,0,0,35.65,23.4,0.115,0.111,273,9796,13,38036,200000,0,0,1
CL-01227,COW-00614,HERD-006,3,8,0,0,0,361,311,8,11,121707,51342,58575,27600,121707,59183,62705,1.06,85433,0,50,12.5,0,0,0,33.29,20.07,0.113,0.137,191.6,10021,12,113043,200000,0,0,1
CL-01228,COW-00614,HERD-026,3,10,0,0,0,365,345,1,3,30565,29227,31408,11709,80028,24404,34389,1.409,59181,0,80,0,0,0,0,40.71,29.62,0.143,0.134,164.8,7741,10,33669,200000,0,0,1
CL-01229,COW-00615,HERD-026,4,8,1,0,0,467,274,9,11,140573,47630,62261,18498,140573,69376,50274,0.725,,0,62.5,12.5,0,0,0,36.67,31.67,0.143,0.134,164.8,7741,14,71958,200000,0,0,1
CL-01230,COW-00615,HERD-028,2,12,0,0,0,393,286,1,3,209603,34564,51910,22078,209603,89288,46661,0.523,27588,0,83.3,8.3,8.3,0,0,41.98,31.16,0.157,0.158,244.9,9576,2,111636,400000,0,0,1
CL-01231,COW-00616,HERD-059,3,12,0,0,0,458,314,5,7,35307,37308,44973,12836,102492,50212,53764,1.071,93722,0,75,8.3,0,0,0,41.63,21.6,0.14,0.124,180.1,5461,22,78208,200000,0,0,1
CL-01232,COW-00616,HERD-031,1,9,0,0,1,405,298,2,5,458857,251795,295788,103074,659446,246310,254697,1.034,281185,1,0,100,77.8,22.2,0,34.5,11.62,0.184,0.158,237.1,8010,18,617705,200000,0,1,0
CL-01233,COW-00617,HERD-062,4,9,0,0,1,420,266,3,6,415123,205444,286835,83186,587875,307358,272156,0.885,205444,1,0,88.9,66.7,33.3,0,34.1,18.1,0.221,0.198,312.5,12850,12,55131,200000,0,0,1
CL-01234,COW-00617,HERD-002,2,8,0,0,0,406,382,7,10,232688,191483,186800,85211,273276,144493,176323,1.22,163147,1,0,87.5,50,0,0,46.02,30.6,0.055,0.105,133.7,10327,5,43668,200000,0,0,1
CL-01235,COW-00618,HERD-041,2,10,0,0,0,357,324,6,8,69178,156765,192753,69178,578686,120109,117686,0.98,115287,0,0,80,30,10,0,27.95,17.51,0.136,0.153,205.7,12850,15,94268,200000,0,0,1
CL-01236,COW-00618,HERD-075,2,10,0,0,0,472,318,9,11,40337,58309,53346,10691,82343,64441,39281,0.61,10691,0,40,0,0,0,0,37.28,28.76,0.189,0.162,225.7,9937,14,35774,200000,0,0,1
CL-01237,COW-00619,HERD-074,2,8,0,0,0,402,303,9,11,43522,39729,42447,29005,67744,36154,48934,1.353,67744,0,75,0,0,0,0,50.79,33,0.136,0.138,197.1,8215,6,68245,200000,0,0,1
CL-01238,COW-00619,HERD-050,2,9,0,0,0,487,289,6,9,59384,166929,215205,59384,630788,191014,157986,0.827,123603,0,0,88.9,22.2,11.1,0,26.81,13.56,0.181,0.173,88.8,8329,12,26194,200000,0,0,1
CL-01239,COW-00620,HERD-055,4,12,0,0,0,439,300,5,8,30412,27911,39754,10704,115482,24450,38638,1.58,10704,0,75,8.3,0,0,0,52.64,41.63,0.108,0.093,168,11374,18,99478,200000,0,0,1
CL-01240,COW-00620,HERD-010,1,9,0,0,0,380,345,5,8,42928,83568,86794,32845,191821,53114,115088,2.167,59005,0,33.3,22.2,0,0,0,36.77,19.07,0.193,0.186,263.5,9745,11,112410,200000,0,0,1
CL-01241,COW-00621,HERD-022,4,7,1,0,0,434,313,10,1,167999,167999,362995,86447,1443857,149693,668480,4.466,,1,0,85.7,42.9,14.3,14.3,38.73,28.12,0.167,0.142,316.9,10302,8,23336,200000,0,0,1
CL-01242,COW-00621,HERD-067,4,7,0,0,0,430,357,3,5,50679,50679,85570,22453,193537,95281,91946,0.965,22453,0,42.9,28.6,0,0,0,35.52,28.57,0.142,0.139,204.7,5000,9,56602,200000,0,0,1
CL-01243,COW-00622,HERD-066,3,11,0,0,0,400,251,5,7,56088,114872,116244,47919,337558,73941,158891,2.149,47919,0,18.2,54.5,9.1,0,0,29.47,18.97,0.092,0.142,272.4,10891,19,51294,200000,0,0,1
CL-01244,COW-00622,HERD-015,1,8,0,0,0,380,303,8,11,30142,19294,30684,11058,89192,46321,25806,0.557,40641,0,87.5,0,0,0,0,27.97,14.4,0.153,0.15,277,11810,15,57541,200000,0,0,1
CL-01245,COW-00623,HERD-043,5,8,0,0,0,465,341,7,10,33610,29978,34967,16897,81339,31268,39335,1.258,16897,0,87.5,0,0,0,0,44.11,28.43,0.209,0.192,357,9647,13,82292,200000,0,0,1
CL-01246,COW-00623,HERD-031,3,12,0,0,0,377,248,1,4,41005,59333,76575,40902,149164,79509,54032,0.68,79144,0,41.7,25,0,0,0,54.23,42,0.184,0.158,237.1,8010,16,91751,200000,0,0,1
CL-01247,COW-00624,HERD-035,3,10,0,0,0,390,314,9,11,64828,61039,66856,26004,158746,45461,97497,2.145,71789,0,30,10,0,0,0,54.79,41.71,0.074,0.07,164.6,9598,3,85099,400000,0,0,1
CL-01248,COW-00624,HERD-043,3,9,0,0,0,431,370,4,7,22102,33452,44236,17174,94480,24243,48558,2.003,51538,0,55.6,0,0,0,0,47.66,29.82,0.209,0.192,357,9647,13,40371,200000,0,0,1
CL-01249,COW-00625,HERD-083,2,9,0,0,0,357,270,5,7,197570,274524,368265,130625,949124,454600,217097,0.478,154613,1,0,100,66.7,33.3,0,44.11,31.43,0.132,0.149,187.4,9469,21,49869,200000,0,0,1
CL-01250,COW-00625,HERD-057,3,12,0,0,0,408,330,2,5,84149,84218,209070,31552,1011705,272407,402801,1.479,84287,0,16.7,41.7,16.7,16.7,8.3,41.46,28.97,0.123,0.158,320.7,10141,2,223060,400000,0,0,1
CL-01251,COW-00626,HERD-018,1,9,0,0,0,414,361,8,10,48494,66739,79656,28140,186604,65941,63385,0.961,85475,0,44.4,22.2,0,0,0,37.99,23.07,0.137,0.16,176.4,12385,12,26417,200000,0,0,1
CL-01252,COW-00626,HERD-013,3,11,0,0,0,503,271,6,9,68852,125593,162715,58517,453591,143972,266368,1.85,58517,0,0,72.7,27.3,9.1,0,45.1,35.89,0.132,0.157,240.9,7396,26,151273,200000,0,0,1
CL-01253,COW-00627,HERD-017,4,7,0,0,1,404,349,3,5,799013,289752,509358,169993,1503401,833184,298653,0.358,289752,1,0,100,71.4,28.6,14.3,47.38,35.57,0.199,0.198,189.9,10772,14,240472,200000,0,1,0
